cl;Cluster_1;0;4.28281e-05;157;11
cl;Cluster_1;0;0.000611928;206;323
cl;Cluster_1;0;0.00106593;206;323
cl;Cluster_1;0;0.00156675;206;323
cl;Cluster_1;0;0.00201699;206;323
cl;Cluster_1;0;0.00230762;206;323
cl;Cluster_1;0;0.00264137;206;323
cl;Cluster_1;0;0.00310067;206;323
cl;Cluster_1;0;0.00338863;206;323
cl;Cluster_1;0;0.00415471;206;323
cl;Cluster_1;0;0.00492598;206;323
cl;Cluster_1;0;0.00563992;206;323
cl;Cluster_1;0;0.00633424;206;323
cl;Cluster_1;0;0.0070801;206;323
cl;Cluster_1;0;0.00928956;206;323
cl;Cluster_1;0;0.00990259;206;323
cl;Cluster_1;0;0.010363;206;323
cl;Cluster_1;0;0.0107658;206;323
cl;Cluster_1;0;0.0110982;206;323
cl;Cluster_1;0;0.011474;206;323
cl;Cluster_1;0;0.0116669;206;323
cl;Cluster_1;0;0.0119664;206;323
cl;Cluster_1;0;0.012064;206;323
cl;Cluster_1;0;0.0123108;206;323
cl;Cluster_1;0;0.0128351;206;323
cl;Cluster_1;0;0.0133085;206;323
cl;Cluster_1;0;0.0136472;206;323
cl;Cluster_1;0;0.0139932;206;323
cl;Cluster_1;0;0.0142476;206;323
cl;Cluster_1;0;0.014445;206;323
cl;Cluster_1;0;0.0147543;206;323
cl;Cluster_1;0;0.0151873;206;323
cl;Cluster_1;0;0.0159736;206;323
cl;Cluster_1;0;0.0178333;206;323
cl;Cluster_1;0;0.0182832;206;323
cl;Cluster_1;0;0.0185214;206;323
cl;Cluster_1;0;0.0189625;206;323
cl;Cluster_1;0;0.0193287;206;323
cl;Cluster_1;0;0.0199396;206;323
cl;Cluster_1;0;0.0202197;206;323
cl;Cluster_1;0;0.0205195;206;323
cl;Cluster_1;0;0.021024;206;323
cl;Cluster_1;0;0.0228137;206;323
cl;Cluster_1;0;0.0235858;206;323
cl;Cluster_1;0;0.0239312;206;323
cl;Cluster_1;0;0.0243565;206;323
cl;Cluster_1;0;0.0247823;206;323
cl;Cluster_1;0;0.0258932;206;323
cl;Cluster_1;0;0.0264334;206;323
cl;Cluster_1;0;0.0268646;206;323
cl;Cluster_1;0;0.0278408;206;323
cl;Cluster_1;0;0.0286012;206;323
cl;Cluster_1;0;0.0292532;206;323
cl;Cluster_1;0;0.0306729;206;323
cl;Cluster_1;0;0.0312616;206;323
cl;Cluster_1;0;0.0314925;206;323
cl;Cluster_1;0;0.0318477;206;323
cl;Cluster_1;0;0.0322629;206;323
cl;Cluster_1;0;0.0332271;206;323
cl;Cluster_1;0;0.0337377;206;323
cl;Cluster_1;0;0.0341901;206;323
cl;Cluster_1;0;0.0348364;206;323
cl;Cluster_1;0;0.0352578;206;323
cl;Cluster_1;0;0.035906;206;323
cl;Cluster_1;0;0.0386501;206;323
